Existence of initiatives and projects in the past five years to improve the tourism sector - exists,Existence of cafes - does not exist,Tourism Index,Existence of touristic attractions that can be expolited and developed - does not exist,Existence of touristic attractions prone to be exploited and developed - exists,Total number of hotels,Town,Total number of cafes,Observation URI,Existence of hotels - does not exist,Existence of restaurants - does not exist,Existence of cafes - exists,references,Existence of hotels - exists,refArea,Total number of guest houses,Total number of restaurants,publisher,dataset,Existence of guest houses - exists,Existence of guest houses - does not exist,Existence of restaurants - exists
0,1,3,1,1,0,Aammiq Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aammiq+Ech-Chouf,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,1,0,0,Aana,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aana,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,7,1,0,0,Aandqet,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aandqet,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,2,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,10,1,0,2,Aanjar (Haouch Moussa),4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aanjar+%28Haouch+Moussa%29,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/ZahlÃ©_District,20,8,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,6,0,1,0,Aanout,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aanout,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,1,0,0,Aanqoun,7,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aanqoun,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Aaouaainat Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaouaainat+Aakkar,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Aaqabet Rachaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaqabet+Rachaya,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,1,6,0,1,2,Aaqaibeh Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaqaibeh+Kesrouane,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Keserwan_District,0,20,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Aaqtanit,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaqtanit,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Aarab Ej-Jall,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aarab+Ej-Jall,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Aarab Salim,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aarab+Salim,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Aarab Tabbaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aarab+Tabbaya,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,1,3,1,0,0,Aaraiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaraiya,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,1,0,0,Aaramoun Kesrouane,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaramoun+Kesrouane,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Aaramta,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaramta,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Aaray,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaray,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Aarbaniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aarbaniyeh,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,9,1,0,1,Aarbet Qozhaiya,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aarbet+Qozhaiya,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Zgharta_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,9,1,0,1,Aarjis,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aarjis,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Zgharta_District,0,15,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Aarqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aarqa,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,1,0,0,Aarsal,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aarsal,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,9,0,1,1,Aassoun,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aassoun,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Aatchaneh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aatchaneh,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Aathrine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aathrine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,0,1,0,Aaychiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaychiyeh,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,0,1,0,Aayha,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aayha,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,6,0,1,1,Aaymar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaymar,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Aaynab,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaynab,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
1,1,1,1,0,0,Aaynata Baalbek,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaynata+Baalbek,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,5,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
1,0,6,0,0,0,Aaynata Bent Jbeil,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaynata+Bent+Jbeil,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,1,0,0,Aayoun Aakkar,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aayoun+Aakkar,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,1,0,0,1,0,Aayoun El-Ghizlane,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aayoun+El-Ghizlane,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Aayoun El-Matn,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aayoun+El-Matn,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Aayroun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aayroun,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,0,1,0,Aayta Ech-Chaab,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aayta+Ech-Chaab,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,6,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Aayta El-Foukhar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aayta+El-Foukhar,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Beqaa_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,4,1,0,0,Aaytanit,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaytanit,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,1,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,3,1,0,0,Aaytat,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaytat,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,1,0,0,1,0,Aaytit,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aaytit,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,6,0,1,2,Aazour,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aazour,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/South_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,1,0,0,Aazqai,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aazqai,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,6,1,0,1,Aazra ouel Aazr,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aazra+ouel+Aazr,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Keserwan_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Aazzi,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aazzi,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,9,1,0,1,Ablah,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ablah,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/ZahlÃ©_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Abou Mizan,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Abou+Mizan,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,10,1,0,4,Abou Qamha,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Abou+Qamha,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Hasbaya_District,2,10,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,0,0,0,0,Adma Oua Dafine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Adma+Oua+Dafine,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,0,0,0,0,Adonis,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Adonis,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,3,0,1,0,Afqa Jbeil,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Afqa+Jbeil,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Ain Aakrine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ain+Aakrine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/North_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Aintoura El-Matn,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aintoura+El-Matn,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,4,1,0,0,Aintoura Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aintoura+Kesrouane,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,1,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,0,1,0,0,Aintourine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aintourine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zgharta_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Aitaroun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Aitaroun,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Alaq,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Alaq,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,6,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,1,0,0,Almat,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Almat,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,1,0,0,Amara,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Amara,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,6,0,1,0,Amioun,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Amioun,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/North_Governorate,0,8,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,9,0,1,2,Anane,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Anane,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/South_Governorate,0,4,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,9,1,0,1,Ansar,6,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ansar,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Nabatieh_Governorate,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Ansar Baalbeck,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ansar+Baalbeck,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,10,0,0,0,Antelias-Naccache,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Antelias-Naccache,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
1,1,6,1,0,1,Arnoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Arnoun,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Nabatieh_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Arsoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Arsoun,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Arzai,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Arzai,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Arzoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Arzoun,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Asnoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Asnoun,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zgharta_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,0,1,0,Assia,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Assia,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Batroun_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,1,0,0,Ayto,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ayto,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zgharta_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Baabda-Louaizi,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Baabda-Louaizi,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,0,0,0,0,Baabdat,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Baabdat,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
1,1,4,0,1,0,Baadarane,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Baadarane,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,2,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
1,0,10,1,0,2,Baalbek,10,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Baalbek,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,39,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,0,0,0,0,Baalchmay,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Baalchmay,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Baaloul West Bekaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Baaloul+West+Bekaa,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,1,0,0,Baaouerta,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Baaouerta,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
